Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 26.5	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPad	iOS 26.5	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPad	iOS 9.3	IQ	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 16.7	CH	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.1	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.3	JP	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.3	TW	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.4	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.4	BR	8	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.4	DE	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.4	HK	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.5	BR	11	7
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.5	BR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.5	DE	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.5	GB	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.5	UZ	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.14.6	JP	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.8	CO	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.8	KR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.8	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.0	IN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.1	JP	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.2	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.5	AT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.5	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.6	JP	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	BR	6	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	CL	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	CN	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	DE	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.0	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.2	JP	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.4	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.4	KE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.5	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.6	CN	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	AR	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	BR	19	12
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	BR	5	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	CN	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	CN	4	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	DE	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	EG	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	FR	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	FR	5	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	GB	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	IN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	JP	4	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	KR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	NG	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	TR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	US	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	US	6	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.0	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.1	BR	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.1	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.2	FR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.3	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.3	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.4	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.4	KR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	JP	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.6	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.6	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	AR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	AT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	BE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	BR	6	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	CN	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	CR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	DO	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	FR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	IN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	JP	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	JP	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	MX	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	TW	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	US	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.2	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.2	IT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.3	JP	5	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.3	MX	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.4	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.4	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	CH	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	JP	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	JP	7	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	PT	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	BR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	FR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	JP	4	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	US	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	CA	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	JP	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	PT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	AR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	BR	5	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	CA	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	EG	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	FR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	IN	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	JP	5	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	PE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	ZA	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.1	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.1	US	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	CN	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	AR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	BR	8	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	DO	5	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	SA	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	BR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	DE	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	GB	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	ID	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	JP	6	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	KR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	UA	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	US	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	UZ	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	AR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	BR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	BR	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	CA	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	CN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	DE	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	FR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	ID	6	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	IN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	IT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	JP	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	JP	8	6
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	MX	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	US	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	AU	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BR	10	6
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BR	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CA	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CH	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CN	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CN	7	7
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	DE	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	ID	4	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	IN	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	IN	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	IQ	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	JP	10	7
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	JP	5	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	KR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	MX	7	7
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	PA	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	TR	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	US	11	8
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	DO	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	FR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	GT	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	JP	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	US	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	GB	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	MX	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	AR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	BR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CN	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	ES	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	ID	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	IN	4	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	IT	4	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	JP	5	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	KR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	MX	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	US	4	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	AR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	AU	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	BR	21	9
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	CA	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	CN	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	CN	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	CO	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	DE	3	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	DE	8	7
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	FR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	FR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	IN	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	IT	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	JP	23	16
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	JP	4	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	KR	2	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	KR	5	5
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	PT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	PT	5	2
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	TR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	US	13	12
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	US	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	UY	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	BR	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	CA	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	DE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	ID	2	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	JP	3	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	MX	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.4	TR	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	AE	3	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	AT	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	AT	8	3
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	AU	6	4
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	BE	1	1
2026-05-25	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.5	BR	3	3
