Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 12.7	FR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 13.7	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 15.5	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 15.5	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 15.6	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 15.6	CA	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 15.7	BR	5	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 26.0	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		Desktop	macOS 26.1	BR	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 18.3	BR	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 18.5	KG	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 18.5	PT	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 18.6	BR	5	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.0	BR	5	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.0	KG	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.1	BR	7	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.1	LY	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.1	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.1	US	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	BR	10	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	IN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	IT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	PL	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store browse		iPhone	iOS 26.2	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.14.6	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.5	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	TR	5	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 10.15.7	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	BR	4	4
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	DE	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	ES	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	GH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	KR	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	MX	6	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 11.7	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.4	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.5	PH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.5	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	AT	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	AU	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	BB	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	BE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	BR	11	8
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	CO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	DE	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	DO	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	IN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	IT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	MX	6	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	NO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	RU	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 12.7	US	11	9
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.0	PT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.2	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.3	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.3	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.4	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	EC	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.5	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.6	US	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	BR	10	7
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	DE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	FR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	MX	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	US	9	6
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 13.7	ZA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.0	DZ	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.1	DE	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.2	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.3	AR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.4	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	BR	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.5	LU	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	BR	4	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	GB	3	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.6	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	IN	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	KZ	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.7	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	BR	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	CZ	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 14.8	US	4	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.0	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.0	ES	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.0	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.1	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	GT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	IN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.2	OM	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	AT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	IN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.3	US	4	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	BR	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.4	US	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	BR	22	10
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	CA	3	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	DE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	DO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	ES	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	MX	5	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	PH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	US	14	8
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.5	ZA	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	BE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	BG	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	BR	40	24
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	CA	11	8
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	CN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	DO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	ES	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	FR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	GB	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	ID	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	IL	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	IN	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	KG	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	MX	9	4
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	PA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	RU	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	SG	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	TR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.6	US	30	20
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	AR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BG	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	BR	15	8
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CA	6	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	CN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	DE	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	GB	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	ID	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	IN	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	LT	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	MX	9	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	PA	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	PK	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	US	13	10
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 15.7	VE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	BR	4	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	CA	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	CL	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	HK	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	MU	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	TH	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.0	US	6	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	AR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	AU	5	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	BR	27	17
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	CA	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	EC	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	GB	5	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	IN	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	IT	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	MX	10	7
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	NL	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	SA	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	SE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	TH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.1	US	31	21
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	AE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	AU	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	BE	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	BO	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	BR	49	27
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CA	7	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CO	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CY	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	CZ	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	DE	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	DK	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	FR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	GB	27	12
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	GR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	HK	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	IE	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	IN	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	IT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	JP	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	LT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	MX	8	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	PH	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	TT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.2	US	35	28
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	BR	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		Desktop	macOS 26.3	US	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 10.3	BR	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 15.5	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.4	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.5	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.7	BR	3	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.7	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.7	DO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.7	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 17.7	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.1	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.3	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.3	MX	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.5	BR	3	3
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.5	LB	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.5	MX	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.5	US	4	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	BR	7	5
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	IN	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	JP	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	MX	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.6	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.7	BR	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.7	CA	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.7	IQ	2	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 18.7	MX	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.0	IE	3	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	BR	13	8
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	CA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	ES	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	MX	4	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	PA	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	PE	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	PT	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.1	US	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	BR	4	4
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	CA	4	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	CO	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	GB	1	1
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	MX	2	2
2025-12-29	My Expenses: Personal Finances	6502218501	Impression	No page	App Store search		iPad	iOS 26.2	US	2	1
